resblock_id,resblock_name,jiedao
id5011000007405,县左街20弄,豫园街道
id5011000007410,昭化东路69号,江苏路街道
id5011000007411,遵义路700号,天山路街道
id5011000007418,昭化路311号,华阳路街道
id5011000007419,安西路658弄,华阳路街道
id5011000007420,江苏北路113号,华阳路街道
id5011000007422,天柱山路17弄,半淞园路街道
id5011000007426,新渔东路31号,仙霞新村街道
id5011000007432,制造局后街24号,打浦桥街道
id5011000007434,西江湾路235弄,广中路街道
id5011000007435,丹徒路233弄,提篮桥街道
id5011000007436,祥德路119号,欧阳路街道
id5011000007437,瞿溪路125号,半淞园路街道
id5011000007439,南大路406弄,大场镇
id5011000007441,淞滨路70弄,吴淞街道
id5011000007442,仙霞西路635弄,新泾镇
id5011000007443,玉屏南路553号,天山路街道
id5011000007444,万航渡路2534号,周家桥街道
id5011000007448,同济路60弄,吴淞街道
id5011000007451,南大路190弄,大场镇
id5011000007453,定西路390弄,新华路街道
id5011000007454,安化路419号,华阳路街道
id5011000007458,中山南一路202号,半淞园路街道
id5011000007469,光复西路2213弄,长风新村街道
id5011000007470,华山路734号,静安寺街道
id5011000007474,平江路49弄,枫林路街道
id5011000007475,江宁路906弄,江宁路街道
id5011000007477,新川小区,川沙新镇
id5011000007481,控江路680弄,延吉新村街道
id5011000007482,锦隆苑,凌云路街道
id5011000007483,昌化路453弄,江宁路街道
id5011000007484,宜川路51弄,宜川路街道
id5011000007487,延平路481弄,曹家渡街道
id5011000007490,华山路736号,静安寺街道
id5011000007493,柿子湾路4号,徐家汇街道
id5011000007495,兴国路159号,新华路街道
id5011000007496,中山北路2626弄,长寿路街道
id5011000007498,万春街63弄35支弄,曹家渡街道
id5011000007498,万春街63弄35支弄待失效,曹家渡街道
id5011000007499,石泉路180弄,石泉路街道
id5011000007500,吴中路940弄,虹桥镇
id5011000007502,胶州路565弄,曹家渡街道
id5011000007506,万安街94弄,高行镇
id5011000007508,南京西路995弄,石门二路街道
id5011000007512,常德路948弄,江宁路街道
id5011000007513,丽园路694弄,打浦桥街道
id5011000007514,中山北路2185弄,石泉路街道
id5011000007515,中山北路3924弄,长风新村街道
id5011000007516,宛平南路170弄,徐家汇街道
id5011000007519,胶州路11弄,静安寺街道
id5011000007520,铁道路776弄,五里桥街道
id5011000007521,中漕路26号,徐家汇街道
id5011000007524,北石路63号,真如镇
id5011000007525,澳门小区,长寿路街道
id5011000007526,怒江新村,长征镇
id5011000007528,东安路180弄,枫林路街道
id5011000007529,芳华路268弄,花木街道
id5011000007530,延安西路394弄,静安寺街道
id5011000007531,蒙自路395弄,五里桥街道
id5011000007533,丽园路514弄,打浦桥街道
id5011000007537,南昌路274号,瑞金二路街道
id5011000007538,柿子湾路6号,徐家汇街道
id5011000007540,龙吴路11弄,漕河泾街道
id5011000007542,南丹路128弄,徐家汇街道
id5011000007543,华亭路11号,静安寺街道
id5011000007544,安远路591号,长寿路街道
id5011000007545,斜土路550弄,打浦桥街道
id5011000007546,丽园路574弄,打浦桥街道
id5011000007547,华山路803弄,静安寺街道
id5011000007549,襄阳南路277弄,天平路街道
id5011000007551,淮海中路1270弄,湖南路街道
id5011000007552,胶州路424弄,曹家渡街道
id5011000007554,永宁路122弄,金桥镇
id5011000007555,秀山路15弄,徐家汇街道
id5011000007555,乐山八九村,徐家汇街道
id5011000007559,宛平南路240弄,徐家汇街道
id5011000007562,丽园路558号,打浦桥街道
id5011000007565,"四牌楼路147,149号",豫园街道
id5011000007570,中山南路1768弄,半淞园路街道
id5011000007571,安化路313号,华阳路街道
id5011000007572,武夷路219弄,江苏路街道
id5011000007577,武夷路338弄,华阳路街道
id5011000007582,中山西路424弄,周家桥街道
id5011000007583,愚园路1001号,江苏路街道
id5011000007584,凯旋路10弄,华阳路街道
id5011000007588,愚园路1060弄,江苏路街道
id5011000007589,新华路661号,新华路街道
id5011000007590,民华小区,江湾镇街道
id5011000007594,玉屏南路205号,天山路街道
id5011000007595,新华路445弄,新华路街道
id5011000007596,利西路24弄,江苏路街道
id5011000007599,县左街6号,豫园街道
id5011000007602,新三小区,江湾镇街道
id5011000007603,密云路471弄,曲阳路街道
id5011000007605,威宁路291弄,新泾镇
id5011000007609,薛家浜路242弄,小东门街道
id5011000007611,玉田路201弄,曲阳路街道
id5011000007614,柳江街19号,老西门街道
id5011000007615,宣化路52弄,江苏路街道
id5011000007616,法华镇路101弄,新华路街道
id5011000007622,番禺路160弄,新华路街道
id5011000007629,安化路317号,华阳路街道
id5011000007630,安化路175号,江苏路街道
id5011000007631,杨新路80弄,三林镇
id5011000007632,纪念路15弄,五角场街道
id5011000007633,安化路325号,华阳路街道
id5011000007634,武夷路772号,周家桥街道
id5011000007635,万航渡路1496号,华阳路街道
id5011000007636,定西路410弄,新华路街道
id5011000007637,平武路58弄,新华路街道
id5011000007638,中山西路650号,天山路街道
id5011000007639,江苏路734弄,新华路街道
id5011000007643,三门小区,江湾镇街道
id5011000007644,宣化路229号,华阳路街道
id5011000007647,遵义路575弄,天山路街道
id5011000007649,古北路361号,天山路街道
id5011000007650,华阳路66弄,华阳路街道
id5011000007651,中山北一路250弄,广中路街道
id5011000007652,安化路333弄,华阳路街道
id5011000007655,东诸安浜路91弄,江苏路街道
id5011000007656,东诸安浜路61号,江苏路街道
id5011000007657,江苏路499弄,江苏路街道
id5011000007659,宣化路268弄,华阳路街道
id5011000007660,定西路439弄,新华路街道
id5011000007662,安顺路326号,虹桥街道
id5011000007663,虹古路363号,仙霞新村街道
id5011000007667,闻喜路251弄,临汾路街道
id5011000007669,光新路129弄,石泉路街道
id5011000007670,新丰路609号,江宁路街道
id5011000007671,复兴中路1321弄,湖南路街道
id5011000007673,延平路450弄,曹家渡街道
id5011000007674,中山南一路1012弄,五里桥街道
id5011000007675,西诸安浜路501号,江苏路街道
id5011000007677,双峰路8弄,徐家汇街道
id5011000007679,天钥桥路394弄,徐家汇街道
id5011000007681,岚皋西路95弄,石泉路街道
id5011000007682,联勤小区,北蔡镇
id5011000007685,永康路38弄,天平路街道
id5011000007686,龙东大道5401弄,唐镇
id5011000007687,威海路888弄,南京西路街道
id5011000007690,铁道路678号,五里桥街道
id5011000007691,中华新路890弄,天目西路街道
id5011000007694,湖南路100弄,湖南路街道
id5011000007695,寿光路161弄,沪东新村街道
id5011000007696,芳华路229弄,花木街道
id5011000007697,陕西北路721弄,江宁路街道
id5011000007698,临汾路1231弄,彭浦新村街道
id5011000007699,余姚路436弄,曹家渡街道
id5011000007700,巨鹿路739弄,南京西路街道
id5011000007701,五原路210弄,湖南路街道
id5011000007702,北石路440弄,真如镇
id5011000007704,五里桥路269弄,五里桥街道
id5011000007707,瞿溪路802号,五里桥街道
id5011000007708,虹梅景苑三街坊,吴泾镇
id5011000007709,宛平南路71弄,徐家汇街道
id5011000007715,延长西路529弄,甘泉路街道
id5011000007722,建国中路18弄,瑞金二路街道
id5011000007724,川沙新川路190弄,川沙新镇
id5011000007726,华宁路189号,江川路街道
id5011000007731,电厂小区,江川路街道
id5011000007733,真华路157弄,长征镇
id5011000007737,康定路865号,曹家渡街道
id5011000007739,瑞金南路63弄,打浦桥街道
id5011000007740,局门后路1号,打浦桥街道
id5011000007744,场中路3308弄,彭浦镇
id5011000007748,虬江路1080号,宝山路街道
id5011000007749,康健路77弄,漕河泾街道
id5011000007751,南京西路1915弄,静安寺街道
id5011000007753,长宁路57-59号单,曹家渡街道
id5011000007758,康健路1号,漕河泾街道
id5011000007761,局门后路3号,打浦桥街道
id5011000007763,鸿福新村,梅陇镇
id5011000007765,桃浦西路443弄,桃浦镇
id5011000007768,虹桥小区,虹桥街道
id5011000007769,大林路43弄,老西门街道
id5011000007770,定西路1235弄公房,华阳路街道
id5011000007770,定西路1235弄,华阳路街道
id5011000007772,陆家浜路1382弄,半淞园路街道
id5011000007773,延安西路1930弄,天山路街道
id5011000007777,番禺路222弄11支弄,新华路街道
id5011000007793,振鑫花苑二期,真新街道
id5011000007794,卫零路886弄,山阳镇
id5011000007795,康兴路36弄,吕巷镇
id5011000007799,卫清路168弄,金山卫镇
id5011000007800,玉田路246弄,曲阳路街道
id5011000007803,茅台路230弄,仙霞新村街道
id5011000007804,殷高路149弄,高境镇
id5011000007808,大林路78号,老西门街道
id5011000007809,吴杨路100弄,江桥镇
id5011000007816,安化路394号,华阳路街道
id5011000007818,安化路125号,江苏路街道
id5011000007819,东诸安浜路158弄,江苏路街道
id5011000007822,安西路20弄,江苏路街道
id5011000007823,安化路529号,华阳路街道
id5011000007828,东诸安浜路57号,江苏路街道
id5011000007834,云雾山路5号,周家桥街道
id5011000007835,昭化路305号,华阳路街道
id5011000007838,法华镇路363弄,新华路街道
id5011000007840,祥德路450弄,欧阳路街道
id5011000007841,昭化路309号,华阳路街道
id5011000007842,福泉路450弄,新泾镇
id5011000007848,昭化东路73号,江苏路街道
id5011000007851,中华路1141弄,老西门街道
id5011000007856,定西路1238号,华阳路街道
id5011000007861,遵义路730号,周家桥街道
id5011000007862,武夷路415号,华阳路街道
id5011000007864,番禺路323号,新华路街道
id5011000007866,法华镇路804号,新华路街道
id5011000007867,曲阳路920弄,曲阳路街道
id5011000007868,花园路2号,广中路街道
id5011000007869,安顺路180弄,天山路街道
id5011000007872,普善路30号,天目西路街道
id5011000007873,大统路1033弄,芷江西路街道
id5011000007874,中兴路1321弄,芷江西路街道
id5011000007875,淮海中路1735弄,湖南路街道
id5011000007879,瞿溪路888号,五里桥街道
id5011000007881,巨鹿路785弄,南京西路街道
id5011000007883,石泉路1号,石泉路街道
id5011000007884,洛川中路952弄,共和新路街道
id5011000007885,南大街34弄,真如镇
id5011000007888,南新三村,北蔡镇
id5011000007892,中山文化苑一期,中山街道
id5011000007892,中山文化苑,中山街道
id5011000007895,芷江中路531弄,宝山路街道
id5011000007898,南山路71弄,芷江西路街道
id5011000007901,谈家桥路163弄,共和新路街道
id5011000007903,武定路579号,江宁路街道
id5011000007908,漕东路30弄,漕河泾街道
id5011000007910,平顺路825弄,彭浦新村街道
id5011000007912,康定路281号,江宁路街道
id5011000007916,宁强小区,周家桥街道
id5011000007919,乌鲁木齐中路243号,湖南路街道
id5011000007923,斜土路1472弄,斜土路街道
id5011000007923,斜土路1472号,斜土路街道
id5011000007935,共和新路4555弄,彭浦新村街道
id5011000007943,肇嘉浜路691弄,天平路街道
id5011000007944,通阁路135弄,宝山路街道
id5011000007949,局门后路15号,打浦桥街道
id5011000007950,冠生园路204号,漕河泾街道
id5011000007951,金铭福邸四期,江川路街道
id5011000007958,玉兰路46弄,花木街道
id5011000007960,共和新路710弄,芷江西路街道
id5011000007968,长乐路1131弄,静安寺街道
id5011000007972,凌兆新村上浦路201弄,东明路街道
id5011000007973,堆栈路小区,北蔡镇
id5011000007976,云雾山路17号,周家桥街道
id5011000007982,天通庵路474弄,宝山路街道
id5011000007986,长江路30弄,淞南镇
id5011000007989,南大路118弄,大场镇
id5011000007993,富锦路1659弄,杨行镇
id5011000007995,娄山关路815弄,天山路街道
id5011000007997,盘古路927弄,杨行镇
id5011000007998,四平路753号,欧阳路街道
id5011000008010,德华二村,南翔镇
id5011000008011,现代华亭,亭林镇
id5011000008016,玉屏南路49号,天山路街道
id5011000008017,娄山关路450弄,天山路街道
id5011000008020,宣化路233号,华阳路街道
id5011000008021,昭化路55弄,华阳路街道
id5011000008026,长宁支路314弄,华阳路街道
id5011000008029,欧阳小区,欧阳路街道
id5011000008030,利西路54号,江苏路街道
id5011000008034,愚园路995号,江苏路街道
id5011000008038,宣化路217号,江苏路街道
id5011000008044,愚园路1165号,江苏路街道
id5011000008057,福州路107号,外滩街道
id5011000008070,华山路732号,静安寺街道
id5011000008075,太原路238号,天平路街道
id5011000008076,湖南公寓,湖南路街道
id5011000008078,局三小区,五里桥街道
id5011000008079,安远路905号,长寿路街道
id5011000008081,安远路911号,长寿路街道
id5011000008082,华山路351弄,静安寺街道
id5011000008087,局门后路13号,打浦桥街道
id5011000008088,中山北路3904弄,长风新村街道
id5011000008090,临汾路1320弄,彭浦新村街道
id5011000008091,长乐路1222号,静安寺街道
id5011000008092,延平路345弄,曹家渡街道
id5011000008094,小木桥路101弄,斜土路街道
id5011000008096,局门后路61号,打浦桥街道
id5011000008099,局门后路9号,打浦桥街道
id5011000008100,谢家宅小区,潍坊新村街道
id5011000008100,谢家宅小区,潍坊新村街道
id5011000008104,江苏路65弄,江苏路街道
id5011000008105,万航渡路433弄,曹家渡街道
id5011000008108,曙光南桥小区,川沙新镇
id5011000008109,常熟路165号,湖南路街道
id5011000008110,丽园路1032弄,打浦桥街道
id5011000008111,延平路435弄,曹家渡街道
id5011000008113,连波路66弄,花木街道
id5011000008114,延平路200弄,曹家渡街道
id5011000008115,南塘浜路93弄,打浦桥街道
id5011000008116,浦电路307号,潍坊新村街道
id5011000008116,浦潍大楼,潍坊新村街道
id5011000008118,北京西路820号,石门二路街道
id5011000008121,南大街14弄,真如镇
id5011000008122,徐虹北路28弄,徐家汇街道
id5011000008123,止园路339号,宝山路街道
id5011000008129,零陵路190弄,斜土路街道
id5011000008130,汾西路621号,彭浦新村街道
id5011000008131,凌兆新村凌兆路285弄,三林镇
id5011000008132,万春街4号待失效,曹家渡街道
id5011000008132,万春街4号,曹家渡街道
id5011000008140,宛平南路500弄,徐家汇街道
id5011000008141,华夏东路2895弄,合庆镇
id5011000008142,合肥路267号,淮海中路街道
id5011000008142,合肥路267-271号单,淮海中路街道
id5011000008143,浦东大道140弄,陆家嘴街道
id5011000008144,冠生园路235弄,漕河泾街道
id5011000008146,思南路26弄,瑞金二路街道
id5011000008147,浦东南路2054弄,塘桥街道
id5011000008150,复兴西路203号,湖南路街道
id5011000008151,康健路120弄,漕河泾街道
id5011000008154,延平小区,共和新路街道
id5011000008155,桂林西街101弄,康健新村街道
id5011000008158,闻喜路280弄,临汾路街道
id5011000008164,永嘉路636弄,天平路街道
id5011000008165,晋元路85号,北站街道
id5011000008171,洛川路30弄,宜川路街道
id5011000008174,龙居路29弄,金杨新村街道
id5011000008177,茂名南路136号,瑞金二路街道
id5011000008178,灵石路896弄,彭浦镇
id5011000008182,永宁街66号,老西门街道
id5011000008185,番禺路650弄,徐家汇街道
id5011000008186,慧华苑,大场镇
id5011000008189,长宁支路318弄,华阳路街道
id5011000008191,欧阳路300弄,欧阳路街道
id5011000008192,水电路609弄,凉城新村街道
id5011000008193,番禺路295弄,新华路街道
id5011000008196,安化路111弄,江苏路街道
id5011000008198,娄山关路764弄,天山路街道
id5011000008200,安化路415号,华阳路街道
id5011000008203,遵义路390弄,天山路街道
id5011000008207,程家桥路221弄,虹桥镇
id5011000008209,殷高路150弄,高境镇
id5011000008211,安化路187号,江苏路街道
id5011000008214,江阴街404号,老西门街道
id5011000008217,长顺路16号,虹桥街道
id5011000008219,番禺路211号,新华路街道
id5011000008220,广中路368弄,广中路街道
id5011000008221,泰和路678弄,吴淞街道
id5011000008222,长宁路234弄,华阳路街道
id5011000008224,延安西路1742号,天山路街道
id5011000008225,绿园十村,新泾镇
id5011000008226,昭化东路203号,新华路街道
id5011000008227,安顺路231弄,天山路街道
id5011000008228,安化路307号,华阳路街道
id5011000008229,泰安路125弄,新华路街道
id5011000008230,安波路200弄,五角场镇
id5011000008231,内江路315弄,延吉新村街道
id5011000008232,唐山路1380弄,江浦路街道
id5011000008233,殷行路590弄,殷行街道
id5011000008234,国和路611弄,五角场镇
id5011000008238,大连路1188弄,嘉兴路街道
id5011000008239,国顺路395弄,五角场街道
id5011000008240,国和路600弄,五角场镇
id5011000008242,控江路1525弄,控江路街道
id5011000008244,渭南路145弄,大桥街道
id5011000008245,延吉中路117弄,延吉新村街道
id5011000008246,政通路100弄,五角场街道
id5011000008247,本溪路136弄,四平路街道
id5011000008248,江浦路749号,平凉路街道
id5011000008250,复旦零号宿舍,五角场街道
id5011000008252,世界路99弄,五角场镇
id5011000008253,铁岭路110弄,四平路街道
id5011000008255,吴家浜小区,江浦路街道
id5011000008255,吴家浜小区,江浦路街道
id5011000008256,政民路150弄,五角场街道
id5011000008257,国顺路300弄,五角场街道
id5011000008259,国权路320弄,五角场街道
id5011000008260,政民路511弄,五角场街道
id5011000008261,政通路7弄,五角场街道
id5011000008265,殷行路571弄,殷行街道
id5011000008266,国年路65弄,五角场街道
id5011000008267,中原纪联小区,殷行街道
id5011000008268,兰州路511弄,平凉路街道
id5011000008269,双阳路490弄,控江路街道
id5011000008271,政立路545弄,新江湾城街道
id5011000008272,仁德路152弄,五角场街道
id5011000008273,控江路1197弄,控江路街道
id5011000008277,国年路135弄,五角场街道
id5011000008280,民治路15弄,长白新村街道
id5011000008281,石泉小区,石泉路街道
id5011000008284,蒙自路252弄,打浦桥街道
id5011000008286,场中路1985弄,彭浦新村街道
id5011000008288,南塘浜路119号,打浦桥街道
id5011000008292,航鹤路1858弄,航头镇
id5011000008293,三泉路517弄,彭浦新村街道
id5011000008293,泉灵小区无效楼盘,彭浦新村街道
id5011000008297,云台路92号,周家渡街道
id5011000008298,青云路435弄,宝山路街道
id5011000008302,宝昌路610弄,宝山路街道
id5011000008304,制造局路779-781号,五里桥街道
id5011000008311,浦三路732弄,南码头路街道
id5011000008314,曲沃路35弄,彭浦新村街道
id5011000008315,芷江中路459弄,宝山路街道
id5011000008316,北翟路5115弄,华漕镇
id5011000008317,青云路650弄,宝山路街道
id5011000008320,枫林路14弄,枫林路街道
id5011000008324,保德路1120弄,彭浦新村街道
id5011000008325,复兴中路1260弄,湖南路街道
id5011000008328,光新路430弄,石泉路街道
id5011000008330,海东小区,高行镇
id5011000008333,黄陂南路783号,淮海中路街道
id5011000008338,冶金大楼,枫林路街道
id5011000008339,江宁路772号,江宁路街道
id5011000008340,洛川东路470号,共和新路街道
id5011000008343,康定路411号,江宁路街道
id5011000008353,北京西路1599号,静安寺街道
id5011000008354,莲园路580弄,北蔡镇
id5011000008357,牡丹路186弄,花木街道
id5011000008361,莱阳路218号,沪东新村街道
id5011000008362,延平路266弄,曹家渡街道
id5011000008369,青年路298号,七宝镇
id5011000008370,安业路300弄,临汾路街道
id5011000008371,长乐路447号,南京西路街道
id5011000008372,肇嘉浜路381弄,斜土路街道
id5011000008375,康定路900号,曹家渡街道
id5011000008381,昆阳路620弄,江川路街道
id5011000008385,西凌新邨,半淞园路街道
id5011000008387,番禺路222弄9支弄,新华路街道
id5011000008389,北京东路335号,外滩街道
id5011000008389,北京东路335-355号,外滩街道
id5011000008391,延安西路489弄,江苏路街道
id5011000008392,永清路337弄,吴淞街道
id5011000008393,茅台路270弄,仙霞新村街道
id5011000008395,广中路512号,凉城新村街道
id5011000008396,定西路1211弄,华阳路街道
id5011000008397,东诸安浜路75弄,江苏路街道
id5011000008401,茅台路250弄,仙霞新村街道
id5011000008402,新华路655号,新华路街道
id5011000008403,定西路400弄,新华路街道
id5011000008404,泰和路710弄,吴淞街道
id5011000008405,吴杨路210弄,江桥镇
id5011000008406,安化路300弄,华阳路街道
id5011000008407,万安街55弄,朱泾镇
id5011000008409,西藏南路1421弄,半淞园路街道
id5011000008411,曹家堰路150号,江苏路街道
id5011000008412,宣化路227号,华阳路街道
id5011000008413,虹桥路959弄,虹桥街道
id5011000008419,武夷路337弄,华阳路街道
id5011000008422,徽宁路4-10号,半淞园路街道
id5011000008424,江苏路186弄,江苏路街道
id5011000008425,复兴东路330号,小东门街道
id5011000008427,昭化东路200弄,新华路街道
id5011000008429,江苏北路105弄,华阳路街道
id5011000008430,环镇北路600弄,大场镇
id5011000008432,江苏北路117号,华阳路街道
id5011000008433,天山支路51弄,周家桥街道
id5011000008434,佳木斯路208弄,五角场镇
id5011000008435,凯兴苑,大桥街道
id5011000008436,国和路500弄,五角场镇
id5011000008437,政修路15号,五角场街道
id5011000008439,白洋苑,岳阳街道
id5011000008441,金沙江路117弄91支弄,长风新村街道
id5011000008442,平江路170弄,枫林路街道
id5011000008443,杨思路502弄,三林镇
id5011000008447,斜土路556弄,打浦桥街道
id5011000008449,共和新路1280弄,共和新路街道
id5011000008450,天星路240弄,江川路街道
id5011000008452,甘泉路5弄,甘泉路街道
id5011000008453,永兴路973弄,天目西路街道
id5011000008454,瞿溪路806号,五里桥街道
id5011000008455,新村路350弄,甘泉路街道
id5011000008456,宝通路466弄,宝山路街道
id5011000008459,陕西南路83弄,湖南路街道
id5011000008462,虬江路909弄,宝山路街道
id5011000008464,零陵路350弄,枫林路街道
id5011000008466,老沪闵路439弄,凌云路街道
id5011000008469,白兰园,长风新村街道
id5011000008470,襄阳南路98号,湖南路街道
id5011000008471,局门后路21号,打浦桥街道
id5011000008476,商城路1317弄,陆家嘴街道
id5011000008478,五里桥路252号,五里桥街道
id5011000008479,兰溪路230弄,真如镇
id5011000008481,瞿溪路838号,五里桥街道
id5011000008485,新德路365弄,川沙新镇
id5011000008485,新德路365弄小区,川沙新镇
id5011000008498,钦州南路300弄,康健新村街道
id5011000008504,镇南路4-10号,高东镇
id5011000008507,永兴路300号,宝山路街道
id5011000008508,康定路710弄,江宁路街道
id5011000008510,临汾路1515弄,彭浦新村街道
id5011000008511,昌平路433号,江宁路街道
id5011000008512,柿子湾小区,徐家汇街道
id5011000008514,西藏北路1145号,芷江西路街道
id5011000008517,武康路73弄,湖南路街道
id5011000008519,西林南路7号,岳阳街道
id5011000008521,通海二小区,吴泾镇
id5011000008522,上钢一村,上钢新村街道
id5011000008523,新闸路1730弄,江宁路街道
id5011000008525,长寿路505弄,长寿路街道
id5011000008528,大宁路660弄,大宁路街道
id5011000008529,谈家渡路162号,长寿路街道
id5011000008530,岚皋西路342弄,石泉路街道
id5011000008531,东新路137弄,长寿路街道
id5011000008532,石门二路50号,石门二路街道
id5011000008533,民风小区,曹路镇
id5011000008534,中山北路1760弄,宜川路街道
id5011000008536,临汾路1244弄,彭浦新村街道
id5011000008540,芷江中路493弄,宝山路街道
id5011000008541,中山南一路1043弄,五里桥街道
id5011000008544,斜土路1855弄,枫林路街道
id5011000008545,东欣小区,潍坊新村街道
id5011000008547,斜土路262弄,打浦桥街道
id5011000008548,新闸路1229号,江宁路街道
id5011000008549,武定路946号,江宁路街道
id5011000008555,高安路50弄,天平路街道
id5011000008558,斜土路1899弄,枫林路街道
id5011000008559,芷江西路453弄,芷江西路街道
id5011000008563,怒江路636弄,长征镇
id5011000008564,洛川中路960号,共和新路街道
id5011000008564,洛川中路960弄,共和新路街道
id5011000008571,保德路1010弄,彭浦新村街道
id5011000008574,兴国路271弄,新华路街道
id5011000008576,建国西路613弄,天平路街道
id5011000008577,延安西路421弄,静安寺街道
id5011000008579,兴国路41弄,新华路街道
id5011000008581,柿子湾路8弄,徐家汇街道
id5011000008583,华银苑,颛桥镇
id5011000008584,愚园路627弄,静安寺街道
id5011000008589,西诸安浜路435弄,江苏路街道
id5011000008590,大连西路86号,曲阳路街道
id5011000008591,金浜路105弄,新泾镇
id5011000008596,泰丰公寓,华阳路街道
id5011000008598,万航渡路2538号,周家桥街道
id5011000008600,临平路60弄,嘉兴路街道
id5011000008603,大兴街53弄,老西门街道
id5011000008607,虹桥路971弄,虹桥街道
id5011000008614,天山路1890弄,天山路街道
id5011000008615,丰镇路14弄,江湾镇街道
id5011000008618,四川南路44弄,外滩街道
id5011000008619,瞿溪路128号,半淞园路街道
id5011000008621,尚文路267弄,老西门街道
id5011000008625,唐山路381号,提篮桥街道
id5011000008628,盆山阁,嘉定镇街道
id5011000008629,塔城路800弄,嘉定镇街道
id5011000008634,广厦大楼,石化街道
id5011000008635,钱圩东街32弄,金山卫镇
id5011000008636,长江路848弄,淞南镇
id5011000008641,罗秀路1001弄,凌云路街道
id5011000008644,瞿溪路1040号,五里桥街道
id5011000008647,莘浜路217弄,莘庄镇
id5011000008650,瞿溪路1003弄,五里桥街道
id5011000008653,洛川中路920号,共和新路街道
id5011000008655,延平路308弄,曹家渡街道
id5011000008656,建国中路137弄,瑞金二路街道
id5011000008658,陕西北路1241弄,长寿路街道
id5011000008660,西环公寓,莘庄镇
id5011000008662,柳营路309弄,共和新路街道
id5011000008663,杨新路198弄,三林镇
id5011000008667,广延路26弄,大宁路街道
id5011000008670,凯旋路1800号,虹桥街道
id5011000008671,生产街139号,南翔镇
id5011000008676,高科西路3060弄,花木街道
id5011000008678,龙水北路989弄,龙华街道
id5011000008681,科植武康,湖南路街道
id5011000008686,阳曲路570弄,临汾路街道
id5011000008687,化工路5号,堡镇
id5011000008688,斜土路1212弄,斜土路街道
id5011000008689,朱行三村,梅陇镇
id5011000008690,茶陵路65弄,斜土路街道
id5011000008691,巨鹿路374弄,瑞金二路街道
id5011000008693,绍兴路35号,瑞金二路街道
id5011000008694,瑞金二路410弄,打浦桥街道
id5011000008695,曹杨路280弄,长风新村街道
id5011000008697,丽园路710弄,打浦桥街道
id5011000008698,芷江中路495弄,宝山路街道
id5011000008701,常熟路228弄,湖南路街道
id5011000008702,延长小区闸北,大宁路街道
id5011000008704,东方路3721弄,南码头路街道
id5011000008705,徐虹路112弄,徐家汇街道
id5011000008706,沂南路54弄,南码头路街道
id5011000008706,沂南小区,南码头路街道
id5011000008711,瑞金二路200弄,瑞金二路街道
id5011000008713,长桥街89弄,岳阳街道
id5011000008714,昌化路600弄,江宁路街道
id5011000008715,洛川中路1100弄,共和新路街道
id5011000008716,苗圃路138弄,洋泾街道
id5011000008717,古美西路420弄,梅陇镇
id5011000008718,零陵路289弄,枫林路街道
id5011000008719,宝昌路600弄,宝山路街道
id5011000008722,宛平南路493弄,徐家汇街道
id5011000008723,延平路237弄,曹家渡街道
